contact_id,card_number,pin,CVV
286c3266-5a45-4437-acec-c905f2699d3d,5254 1410 8541 4740,8922,922
ea0c5a43-d3f8-44c0-af72-6c00c0011560,3421 049998 72721,5393,584
ec2351c0-4640-44a0-abea-27cfade59d7b,5269701208219517,3995,995
e94478b8-114a-4fe9-a241-41ee7e1e2799,4024007108253625,9502,791
294cb35a-2e58-4545-a00e-ba59fd9d2ca2,3420 833367 62698,3378,995
47619110-376b-41b7-8e6a-ef01c4555c96,3792 222886 47947,7389,669
96596cf3-b659-4cb4-bf53-111d8f6c7d6f,4929824480202,4858,256
7956ce85-7995-434a-ba97-5dcf0e3aa1b8,5322625078856592,6243,310
0588c0bc-4676-4969-a6cd-dc46fb6ca6ff,3754 276049 94212,3148,873
3ad7deb4-9f71-49b4-8cc8-3575f2e92ffa,4485525829135021,2785,201
72d68231-8bbd-4ca0-8564-6a1056426220,4929 645 22 0373,5751,192
dbc7311d-98c5-4270-b0a0-e2d47391073b,4556054706921,9324,891
16f1acd8-9685-4d5c-a8ef-6f08a776f4cb,374265633101412,6315,190
1800eb0f-148a-40b9-8e5e-4af171ac65da,5165 5951 0903 7092,9145,985
9fc83bd7-5a5d-4631-bb3a-2418cac0ca7a,4532142624139290,9818,184
3073d041-211a-4e29-bd9b-c5b61de94428,376091987109969,5697,956
c2868a56-8e16-4c38-b1ce-8cf825f07f5b,4532193408578229,9196,844
0202802b-fb0d-40f3-9bd9-5c7754d8511b,341489478142873,3318,514
5b6f8f6f-b2b6-4fca-9720-52bfb87b6f6f,3480 341718 52841,2537,875
4a6c5eba-8fed-4de0-9470-08e37461af68,376163113253068,2173,905
eb8c12c2-81c8-4b80-b0ad-7dc4eb18077c,4485410714243430,9313,233
740fcd69-8f14-439f-a54f-ed08fe9ce1ac,4916629113567,4048,753
b89aada9-7c7f-4c0d-a60a-accd85b9efd2,4539434778315,8920,490
0ca31326-e27a-4436-bdd3-70c5bcd69910,550350 3396861399,4379,951
0f7f18b5-b136-4111-a878-445619d51ec6,374831919689626,1234,985
eaafa4c8-7625-4a74-ada0-7662fd42d508,348437211135111,2147,520
119766fd-3330-462e-b504-6c843f0892f1,520 71261 94824 820,5138,633
5ebabfd2-61c2-45b9-863c-5fc305f65a3a,5534158756015442,6377,509
4fee818e-57f6-45cd-b528-0a60078480e4,492 90792 59697 096,9229,403
fa73a14a-8646-47a5-9b9f-778929a787a3,511617 0362658172,7411,804
ef0ea390-7d19-4696-88ca-ef08bc4c33db,3425 042786 81331,1655,786
8e12db28-2efd-4e23-9126-204ffafec00e,553 26278 81522 458,8394,371
27190d47-a0d7-4f0e-967a-83a253ec7688,344482734326262,1795,902
f54685d3-c7fa-40a6-87b9-30b97fb27992,3486 759242 68923,8225,351
a6197e9b-4220-4b6d-b1b2-1b9582fb13c5,371450090377472,4595,704
faebf06a-9fca-4eae-9c75-74bed8f0072e,343529581556424,1281,649
8e4f5c14-0732-46fc-9da7-345c194056cf,5163 4747 1251 2309,2747,439
3c1268f3-4c17-4178-a09b-34654b76071b,5199072656684767,2667,976
b0c79662-622b-4afe-a946-9763a478138a,417 18794 34344 604,4292,287
02be165a-edfb-40b2-afd1-1753a2a80560,3414 168802 53949,6018,699
791a56b6-caab-4f73-bb68-381ba2ac6224,4716009781458763,9421,658
65e776ea-d656-4248-b785-8fb6c7b48822,345508483717498,5122,840
04a14790-1363-4f8c-a5d0-aac0bbec47aa,3468 005164 54077,3039,680
b7dc8054-263f-496f-a0d0-a4f9790f41c3,344341093264243,2256,502
396c427f-ddc2-4d08-ad54-03cd40fc1d6a,4916936505655761,4579,430
2c53ed08-2d42-497b-a439-2c1ad1a45e34,521005 554726 2773,5871,218
e3072887-afd5-4f1c-94bf-1a4a48069046,345485760294048,5605,690
ad433b02-352f-44d4-9c45-f4bcf7f17326,4716606899255294,2862,561
65b8aa8f-a4dc-41e4-922f-1ff97e09de8f,376389952586223,3582,975
9cfe0fb7-770c-4caa-bb54-128a80f937dc,344449009201074,8213,302
a22c3088-de3a-437e-8f17-439afa291230,4024007182617,3599,255
2725a407-de99-446e-afed-5f5574db418e,529 04385 36591 472,5585,925
1369420b-3ee9-42cc-878a-16369e74c55c,5225434664545869,2360,904
7a853929-215e-4cf3-bb5e-3c5bd8d45d91,3731 025376 21149,1757,420
c08bf3ec-b0d8-491a-80da-169cbf5db6fc,523262 536993 3166,3196,419
0f127f77-dde0-4390-b17a-c457f1dc7996,3735 185592 89293,8837,151
3621fc32-4409-4276-9917-75250a604b96,4485714138876737,3748,325
0b9f4cca-483c-4daa-8774-0d4f4cddd3f6,4485505255235321,9102,419
dc8c2e96-f14b-475d-99bf-e35bb5aae0e9,342938981007782,3538,684
c70f6ec2-0912-4440-b986-57f54aeffd68,448547 7041508819,9101,344
fbd688c0-35b8-4f2f-8efc-144fdb33925d,4228077256769,7661,646
8f7ae606-89d5-4b70-aba0-23e89c665f7f,3487 756615 24163,1569,389
6ac04764-0812-4870-a7b0-177add6e9677,374783615854683,4978,161
acea702f-6a01-431b-a743-b5bb955fc090,4929619132190,3850,430
960db418-4122-4629-b95c-3e00808294cc,534 84347 69143 679,4108,601
4f7266af-5146-4f73-900c-20c1b97935f2,3735 341834 05155,5227,124
d086e063-bf97-4903-b258-353e247d67a6,5520 1052 1771 3251,3123,317
fbca10d4-f83a-4087-988a-cecc59ac4fc1,4929 5867 1578 7188,1482,926
67eb5014-cda3-4653-a61f-70eab2789ceb,4716845210563,6019,364
2b0c052e-ba2f-4ccc-8740-1a0f71a78682,536806 2189109080,3228,977
5e4420ac-03a0-4720-9a33-47c017fabce8,4556602664449017,4604,119
c26846c6-dc8c-4917-9c5f-f318fe156b38,4716257636206,2058,321
92283690-a6eb-4147-8ed8-3bdc59fb9bed,3782 893863 34661,7152,259
22f4ed13-a271-4cb8-b1e4-dc4c921eed7e,5300880001454876,4442,678
7b5d2c60-9146-4972-aedf-826a964ff3a9,3489 520162 68065,7714,299
b65eafb4-b2ec-4cd5-96e2-95ae5103c8c1,348071601011879,7230,743
1da65ab0-c8a9-4f37-9e07-4d532ed5ad06,551 49914 85727 737,8993,133
babf40e9-bff0-4ba5-82ec-769ba70f1956,4716606338244925,1311,448
d11e7960-33a1-463b-99d6-b59935f038c7,3762 212918 14398,5443,378
38a5a789-fee4-41ff-a61d-5e03be19058a,375965931611959,2555,530
16e5dca3-c462-498e-ac0d-425530baa234,549617 6635323593,7291,321
f315649b-1359-42f1-a1a7-f8aeae9fcd55,5224 9188 1611 1662,3365,936
9555e268-7fd0-4601-80e7-99fa0c2bebe4,3715 360633 64701,1292,305
9a12c81a-ad09-4077-b02b-96a396957ced,4042591581523,2863,139
bec07258-ff08-40ad-8b5c-18a0fb42eef4,4485748755880,4396,200
46b10d31-9fe8-4d66-a74f-482d1e4df61e,375055828836818,4544,902
1c460517-168c-410b-8c35-b21fbad1c1f2,539544 3087575670,6998,656
f99a4528-26b2-4dbc-ac3d-ce37aa5cdc6c,4532281097292648,2151,825
afb24d2a-760c-491f-b9b2-36fff2656fe1,349741035815165,3541,964
bfaebeb7-5e46-441d-93d7-032841c1650b,4556804570429,7827,764
c0eed69d-d1cb-436c-9c43-cbbef819b897,4278076700309,6874,659
99ba2f18-63e5-4639-8fe8-df1575165323,4556 9429 1670 9861,7604,443
49d19c22-33b2-4270-bfbf-ddc2c7f2705f,544375 777632 0250,6051,493
9179e8e8-12cc-4059-bf39-a6295a5c9772,342277055455076,7109,845
c172960b-d285-421c-b04c-7ee0c160a2be,4916384303395,2477,647
77f89042-2c87-4108-8d82-cf36c97933ff,4539006214724261,4630,700
cb77a8c7-0ac5-4683-87e9-6f4478324629,345299252525821,4565,438
9c3a0fa6-8e05-4924-a6f9-010fe5281c0b,511 64040 84899 768,5998,765
c6adfcca-f5f1-47ba-9ae1-8addaf0e85de,448597 6554954914,9248,140
54c40079-4ff5-435c-817a-759f93815419,5403 7015 2146 7899,2753,357
2bde3e0b-346d-4b4b-b266-cdab3e08ac30,515 51281 90788 951,8395,728
975c0f51-8669-44d9-a99e-ec786b00754e,3786 918739 47253,1160,994
a9e76ce5-8f1b-40dc-a2d9-435d29390185,523296 037071 3293,3020,169
0907136b-0ce8-4df1-92db-ec529bb82fa7,541093 342142 7191,1411,395
f92b1614-1d20-4056-9c48-64fa653dcafa,3415 866589 09870,8195,288
ec0f52c0-a986-44c0-9b09-7ce2f11ed202,4485 488 08 2149,9130,978
ad6b45fd-7935-4866-8c5a-7afa08c109a5,4916040353149,9634,789
7474a209-847a-4a99-9852-57bbc3042cfc,4916140889570,7564,549
6a43da27-610f-4801-b3f1-08007abe61be,3714 589052 89766,7078,689
9ae0aa49-132e-4528-82e8-c61540bab392,402400 7132958033,9489,141
bcda638c-c8aa-415b-91a6-fed937b9d4a1,349649451847374,7813,600
aa701434-4fa9-4274-aeb8-b3b16ab7e397,371519891910655,1842,897
f51757bc-bcd7-4419-8660-97cc3d4822d5,491 67489 60794 963,7237,839
5d41788e-57f3-43e2-b263-67e7973b5d56,402 40071 42439 636,6150,587
08e57411-7e3c-4d43-9353-d590f269cd24,347392201078691,4709,499
9f4e5ea3-9d71-49ca-b683-66734bc69a69,540126 2671837847,9314,805
e90ab292-e51c-456a-b7ce-e925b39dfa6f,3745 615195 47565,1586,133
2a5401ae-3a12-4664-b29c-c8c776410ffc,4024007197708786,1780,679
6ad19887-0fa5-4538-a00e-5e04c1a7cc03,547 00060 50949 715,6976,747
02c6a7bf-6bb7-404a-8a3f-cf4245b78d9e,4556783913442001,3481,538
f8c8389e-dc8f-4688-a77d-8d0cd202ca5b,348004119909938,5548,887
a33b256a-00c5-4ce8-9be3-d7664f655928,4916440152018,5170,139
55ad5265-89d5-4df5-a525-9d1e99ae4051,519 31106 23644 294,7950,181
4678fc5f-7d94-4fea-a919-e8e9ff097f83,4485510272346,3468,120
9b62f167-b36a-45b4-b675-8da12f029c77,5236937817795261,9876,336
a1435682-7947-45d9-8caf-de0016696975,4556761540282,8197,524
eab41d68-99d2-4336-9db1-5462a154d6f0,344229207540337,7129,728
c0454452-058c-492f-a050-03208b1e83af,519611 3708545714,5480,999
44b62ff7-1946-432c-938e-3018b037ffcd,4929136164221,4437,991
e1a1a5e2-fe3c-4ee0-9711-8ac77f80da3c,453 94467 46007 647,4617,824
143855b0-5bec-474a-ab1b-a42b44ea7fd8,4539572284526332,2946,339
4532d625-1018-4cde-85e2-9db181b8d218,4716752713041518,4939,565
aef9bd3a-735b-4f1c-a932-934e8aeecbdf,5575907232641191,9086,929
d0a256da-4df0-4f10-a33a-e870692ab629,558526 072151 7060,8331,670
10924d02-2da5-4797-a194-1f85dda5e029,453249 869481 4406,2699,533
78b78508-257b-4195-ac23-cbdb28bc16fc,347570820563488,9291,130
ecca8bb0-5e97-4007-afc5-16d63bddc8f8,4916378140746,7790,174
415018f0-92ad-42f7-a867-820a83e53a50,3456 629586 28449,3692,303
52b12bdd-4812-4a75-9016-796b5d0ec7e6,5480 4405 8263 9213,8789,478
9685b050-cb53-43d0-89f3-653178f134d3,515 70458 39690 307,1865,533
a3fa38e1-5c77-4498-98de-245411eec4f6,3494 935657 29651,2205,492
afbb83cb-ae47-4308-b9e0-30728b7477b3,4916388259775,6215,258
3e33841e-791b-438e-b84c-cb11703ec50f,371734628418811,1410,196
68b45dfd-8850-4cc6-ac56-7d1f48bfac4d,374404497646010,2527,942
b7b8abe7-79a0-4030-ae99-150c673eece1,529 11574 96956 926,4699,224
57a20375-21d6-43b6-a52b-5c62eec32f76,517745 0905200740,7524,136
28462778-0f2b-4858-a082-09c2bf292c75,541682 435873 3186,9921,975
14848f3b-61d9-467e-8733-2235d76967e3,558723 535622 7530,3391,272
10ede64e-6368-487b-9836-b7f915fd7c51,346820038538959,3954,121
a70ef5a9-dc4f-4460-ae21-c81517d35cdf,5417 2858 0745 4379,5300,795
7fb3cb86-8a32-490b-af2e-3c81f071d5f6,5184 5657 4927 0848,1275,406
a87e1812-0e0e-46ad-9ea1-c64eb2863952,5197 6777 4737 3824,5887,170
